SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
10,394404,"Boston, MA",Msa,0.922579708,0.912197342,0.924885925,0.936283186,0.939253476,0.946808511,0.940911394,0.941896809,0.933748333,0.924643736,0.925925926,0.918794864,0.914961595,0.919565217,0.91654566,0.931034483,0.94527978,0.952919653,0.946201676,0.936812254,0.932276775,0.925976662,0.927397832,0.914578588,0.916102842,0.913188648,0.925261584,0.943852856,0.955044096,0.959244165,0.958909177,0.953710165,0.949853731,0.948298259,0.949689441,0.950095019,0.941176471,0.941792424,0.950407322,0.965702243,0.973333333,0.980468327,0.978035718,0.976085896,0.968888889,0.964974982,0.965789474,0.960647296,0.954704769,0.954096162,0.967530338,0.975487744,0.982259793,0.984182777,0.98173516,0.976422958,0.969756093,0.967731526,0.963636364,0.959634619,0.95625,0.957164674,0.966429298,0.978711244,0.986489747,0.98999935,0.990723562,0.984224404,0.977272727,0.972644377,0.972634508,0.963932852,0.96233694,0.95644269,0.971830508,0.986460348,0.995141102,0.997749437,0.997333333,0.989886204,0.984992424,0.982402509,0.979574823,0.975002438,0.970438937,0.973370741,0.983138039,0.995914198,1,1,1,0.996089502,0.990064013,0.988505747,0.987124464,0.981146595,0.975162527,0.977073396,0.988128492,1,1.000050019,1.000227324,1,0.997749437,0.986311779
11,395057,"San Francisco, CA",Msa,0.964974982,0.974565967,0.978535354,0.970748317,0.97582038,0.972663912,0.972425137,0.963833512,0.964727709,0.960274364,0.957786449,0.942663596,0.9367494,0.940402922,0.95031617,0.95711128,0.961038961,0.963114754,0.961942905,0.95890411,0.955315871,0.960655015,0.959252971,0.958661377,0.959821429,0.965321293,0.978072348,0.986164876,1,1,1.000136209,1,1.000221204,1.005128205,1.010362694,1.003817294,1.010239109,1.017488076,1.037617555,1.048586975,1.057038685,1.0523918,1.045185185,1.033923503,1.024672335,1.016050803,1.009132611,1.000395922,1,1.016904503,1.027173913,1.035017292,1.031540683,1.022604952,1.02003643,1.0112,1.003861004,1.006476032,1.001965395,1,1,1.015069552,1.035294118,1.043620507,1.038610039,1.039074423,1.031578947,1.022972247,1.016728625,1.015873016,1.012844037,1.006410256,1.000003226,1.01754386,1.031506105,1.029449614,1.031314457,1.024675183,1.017557564,1.013369623,1.002506266,1.001800653,1.001112347,1,1,1.01207263,1.02478551,1.029508197,1.032591158,1.026711185,1.026418215,1.024206675,1.018518519,1.023359288,1.021428571,1.018845701,1.014309865,1.034793811,1.04695782,1.045545546,1.047729919,1.039410231,1.026026026,1.014925373,1.009345794
12,394532,"Detroit, MI",Msa,0.883392226,0.877909351,0.885661571,0.879410216,0.889464594,0.890899991,0.901394737,0.909090909,0.903019326,0.897691072,0.886287625,0.884276546,0.893682589,0.89055794,0.904494382,0.893594225,0.909090909,0.908987486,0.912032951,0.916981132,0.916045508,0.914285714,0.910901,0.914454277,0.909090909,0.910746812,0.912301354,0.930066208,0.934417219,0.95,0.952083333,0.954479902,0.953316839,0.945472736,0.94608677,0.944977475,0.944986976,0.947297201,0.944514414,0.959703221,0.96,0.971416557,0.972954699,0.969387755,0.964980545,0.96048024,0.949600846,0.944186047,0.937890788,0.938232995,0.93385214,0.943531094,0.957528958,0.963690714,0.964285714,0.959387875,0.955315871,0.944969427,0.9375,0.934911243,0.933487054,0.923875433,0.933333333,0.947408314,0.960558596,0.962943205,0.964470743,0.958781362,0.952597923,0.950261669,0.939947781,0.938511327,0.934661911,0.935483871,0.943033102,0.958732805,0.963951936,0.968903904,0.971159506,0.967741935,0.96,0.957511283,0.954684294,0.949474398,0.944444444,0.947340706,0.955414013,0.968417728,0.977198697,0.980970645,0.980392157,0.973803526,0.969478842,0.96274682,0.957354221,0.955808919,0.952380952,0.951545554,0.962278676,0.974196946,0.982740001,0.984955487,0.983880867,0.975793714,0.970243748
13,395025,"Riverside, CA",Msa,0.991013218,0.985769629,0.980214227,0.978612999,0.987767126,0.984188448,0.993150685,0.982474944,0.973024948,0.969414204,0.96573317,0.961785073,0.958732805,0.951648326,0.954118874,0.953488372,0.954139735,0.961611555,0.964646465,0.96580072,0.965876229,0.964515361,0.961974582,0.963676798,0.956993111,0.957290133,0.964385848,0.963842604,0.97665555,0.978686385,0.99112612,0.992857143,0.991362374,0.990363134,0.988995853,0.992381685,1,1,0.995580368,1,1,1,1,1,1,0.997186621,0.98459168,0.979574823,0.976627713,0.979363414,0.976470588,0.975308642,0.976470588,0.979220639,0.976494653,0.976084801,0.973154362,0.969355847,0.967058824,0.96370224,0.963606286,0.963704631,0.971830986,0.974910394,0.977777778,0.978947368,0.979180419,0.979574823,0.977419355,0.973959103,0.971706202,0.972222222,0.970149254,0.973584906,0.976272918,0.979166667,0.981491968,0.983606557,0.98366122,0.981525026,0.978723404,0.978931688,0.977728285,0.974,0.974866637,0.977001913,0.978723404,0.983685247,0.987341772,0.988623421,0.988455772,0.986816529,0.984946237,0.983989326,0.982913463,0.981308411,0.980519481,0.98313253,0.987432675,0.986193294,0.988067498,0.988888889,0.986753177,0.983724555,0.979591837
14,394976,"Phoenix, AZ",Msa,0.9325,0.929899857,0.92449923,0.928497333,0.934495949,0.934541182,0.931139522,0.926541447,0.923047326,0.914581536,0.916666667,0.904761905,0.90918486,0.900692841,0.903498191,0.917808219,0.928571429,0.938489209,0.952380952,0.954571912,0.953516091,0.959241102,0.958974359,0.955464834,0.954853273,0.954545455,0.961914305,0.967472894,0.976119403,0.983458173,0.984114366,0.98309546,0.982142857,0.977433902,0.976457999,0.969428105,0.966034407,0.964999125,0.968832324,0.969728066,0.971168437,0.974242749,0.975533333,0.976069414,0.971428571,0.967609676,0.962393436,0.959421202,0.956521739,0.957874571,0.956738287,0.955698799,0.955747198,0.95890411,0.956862745,0.955414013,0.958677686,0.956185567,0.957142857,0.958158996,0.955931394,0.961538462,0.964285714,0.967983992,0.970359392,0.970666667,0.971186762,0.971613641,0.971089696,0.969529086,0.969052829,0.968354666,0.966655552,0.968097223,0.971223022,0.972536421,0.97218173,0.972762646,0.973333333,0.973547326,0.972972973,0.971871614,0.971428571,0.970203402,0.969265264,0.972222222,0.97486888,0.976513149,0.97693703,0.977777778,0.977524614,0.977272727,0.975555556,0.976390556,0.974565494,0.973154362,0.97347155,0.975609756,0.979020979,0.980490245,0.981502454,0.98173516,0.981065723,0.979583503,0.977777778
15,395078,"Seattle, WA",Msa,0.91498345,0.910669334,0.930271331,0.93415295,0.939216846,0.937142857,0.93777423,0.933940774,0.922077922,0.9231976,0.914508837,0.903018613,0.89380531,0.905629018,0.913478111,0.921974661,0.931127357,0.940208493,0.938504512,0.933644548,0.933488915,0.925719934,0.929262502,0.926004594,0.921939552,0.926658294,0.942280042,0.953651217,0.969776038,0.971260333,0.974632844,0.974009097,0.971567367,0.971916972,0.968496241,0.96391559,0.968157354,0.974164274,0.986332574,0.9961092,1,1,1,0.996825397,0.990289143,0.985185185,0.975399223,0.971428571,0.967223917,0.976010604,0.985682274,0.996504364,0.998469873,0.998821798,0.994174757,0.986716829,0.983995258,0.977272727,0.973051353,0.96875,0.974142776,0.984203683,0.998692871,1,1,1,1,1,0.998996249,0.994692399,0.990654206,0.988462206,0.991150442,1,1,1.002956408,1.006496128,1.00156533,1,1,1,1,0.998864418,0.995077629,0.99,1,1.006904488,1.019079816,1.022882255,1.018518519,1.011476936,1.000001818,1,1,1,0.999197143,1,1.00456621,1.019403134,1.02173913,1.022094894,1.010231289,1,1,0.991370939
16,394865,"Minneapolis-St Paul, MN",Msa,0.919399666,0.918557957,0.92013904,0.921812428,0.923880066,0.932905846,0.92591303,0.914377407,0.904687471,0.910620771,0.899025686,0.905407015,0.890879744,0.874826514,0.879792554,0.893073184,0.907023276,0.915532231,0.919224927,0.923076923,0.914007572,0.914197014,0.911313625,0.905056138,0.904761905,0.901093239,0.911772764,0.918766468,0.940908446,0.948112471,0.953846154,0.95328158,0.949981871,0.954257384,0.954981711,0.953488372,0.940113,0.945144552,0.951254025,0.951156812,0.95236583,0.962296931,0.967601653,0.972762646,0.972965666,0.968026661,0.959899749,0.952457865,0.948379352,0.949367089,0.954407295,0.966666667,0.975135564,0.978565461,0.974196946,0.96865751,0.964445934,0.965285775,0.959158142,0.953846154,0.948062462,0.959493671,0.968678954,0.975370499,0.982625325,0.984496124,0.981597546,0.976349303,0.972222222,0.967741935,0.963238716,0.958476052,0.962264151,0.965306122,0.974993748,0.984490897,0.992534381,0.994548178,0.996085254,0.98820059,0.983107251,0.978835979,0.975181367,0.969355847,0.965340777,0.966936766,0.984728805,0.999679124,1,1,1,0.996292097,0.989130435,0.985505784,0.979574823,0.976164652,0.972930561,0.978635684,1,1,1,1,1,1,0.995315062
17,395056,"San Diego, CA",Msa,0.957542909,0.9643541,0.967741935,0.966608084,0.972292691,0.962470657,0.964653903,0.963302752,0.953422945,0.948387097,0.940920085,0.94376255,0.94123184,0.937890788,0.944723618,0.938992618,0.949874687,0.941266992,0.940902022,0.941717233,0.944444444,0.938559795,0.936435517,0.935064935,0.938484724,0.941183559,0.952532148,0.959614672,0.961912165,0.968627451,0.96993789,0.972222222,0.974289387,0.973614776,0.974358974,0.981081081,0.983009709,0.985714286,0.988668914,1,0.997912317,1,1,0.988070852,0.978520286,0.97260274,0.96875,0.965435042,0.961785073,0.969594248,0.972072278,0.973333333,0.973913043,0.973895582,0.971264368,0.967448627,0.961853755,0.95974688,0.958333333,0.956585725,0.956913828,0.963403201,0.971428571,0.977273838,0.976971389,0.981630286,0.979475458,0.976331361,0.977443609,0.971567367,0.973004206,0.970838353,0.97323601,0.974025974,0.980643008,0.986583242,0.984848485,0.987791877,0.986403801,0.982175336,0.97873671,0.9771529,0.977443609,0.974193548,0.974902367,0.982578397,0.988857939,0.991452991,0.992271844,0.991693507,0.987805819,0.984937069,0.983302412,0.978666667,0.978723404,0.977443609,0.979436572,0.988313856,0.988734481,0.990675991,0.987903226,0.988303598,0.984615385,0.978021978,0.971962617
18,395121,"St. Louis, MO",Msa,0.907793522,0.906017579,0.927342256,0.932601881,0.930191744,0.929013869,0.928836811,0.916366547,0.915943428,0.906666667,0.904193921,0.897896357,0.884504167,0.890243902,0.892307692,0.907023276,0.914547013,0.924157143,0.917889706,0.917686318,0.903345725,0.90102593,0.897896357,0.895742887,0.895565342,0.906810036,0.909642207,0.916659722,0.932901707,0.937649123,0.9367494,0.937304075,0.928571429,0.918680495,0.926988677,0.929333333,0.925360268,0.925925926,0.934805105,0.944329379,0.948839868,0.956605904,0.955795604,0.950704225,0.944969427,0.944768129,0.936429068,0.936385155,0.926411045,0.929411765,0.942583732,0.950943396,0.954985908,0.961923848,0.955414013,0.955223881,0.948100346,0.941935484,0.941854637,0.941209457,0.941255007,0.93532225,0.951724138,0.961038961,0.968644151,0.972573429,0.966292135,0.961434783,0.959132611,0.953133228,0.952941176,0.954514439,0.952465534,0.947716789,0.959527058,0.967547104,0.974726545,0.978187252,0.977777778,0.971159506,0.964421338,0.962490623,0.959132611,0.956475956,0.953969313,0.953757225,0.9693405,0.975247525,0.978740741,0.979574823,0.976069623,0.973755115,0.967625899,0.964285714,0.961725714,0.958298582,0.956136028,0.961290323,0.970194039,0.974374609,0.981848576,0.989065219,0.981146595,0.978449852,0.970639028
19,395148,"Tampa, FL",Msa,0.868421053,0.864029104,0.867827966,0.876704975,0.879404375,0.891891892,0.897097625,0.894459046,0.8932432,0.882352941,0.884955752,0.882352941,0.890781563,0.884955752,0.874385644,0.872401753,0.887806718,0.888788477,0.886075949,0.898771536,0.890868597,0.894210367,0.901803607,0.9051349,0.897959184,0.904761905,0.905882353,0.912809763,0.926182486,0.924242424,0.928143713,0.928571429,0.926438904,0.929774049,0.92890318,0.924572749,0.93220339,0.932962086,0.938461538,0.939849624,0.944931663,0.947077417,0.950594121,0.948717949,0.950211158,0.948509485,0.942671857,0.936204558,0.931907268,0.929200917,0.928917609,0.933333333,0.935779817,0.948233728,0.944444444,0.943033102,0.939973667,0.938461538,0.937890788,0.936123937,0.936347652,0.934333959,0.938560398,0.945652174,0.95,0.953488372,0.953846154,0.954716981,0.949760766,0.951557093,0.952,0.952143249,0.949640288,0.951456311,0.954545455,0.958595527,0.963020031,0.962962963,0.964285714,0.964051485,0.965240947,0.963055702,0.961538462,0.959387875,0.954166667,0.953815261,0.95684803,0.960384154,0.96401953,0.963255721,0.964102564,0.963562753,0.961904762,0.961908426,0.961909668,0.960486322,0.959322034,0.961035542,0.962164713,0.963636364,0.964056423,0.967393407,0.966037736,0.961284613,0.960334029
20,394358,"Baltimore, MD",Msa,0.918854415,0.902236347,0.909302326,0.919265426,0.927272727,0.931372549,0.927643785,0.932410858,0.9175,0.923076923,0.920176052,0.909049568,0.912728182,0.910519758,0.893406593,0.904977427,0.908080648,0.912285814,0.91588785,0.926575511,0.91774238,0.907636364,0.911242604,0.919419292,0.91436865,0.908817391,0.916089299,0.925925926,0.942067764,0.945798472,0.950316772,0.945506642,0.945945946,0.940941176,0.944905551,0.939393939,0.939393939,0.93717715,0.94547477,0.952,0.963636364,0.967234876,0.966,0.966571148,0.961538462,0.957043581,0.954545455,0.941823637,0.942353846,0.938080296,0.947256744,0.95412844,0.961908426,0.965384615,0.96360601,0.961908426,0.955555556,0.95,0.946787607,0.941176471,0.941176471,0.94,0.946666667,0.956521739,0.96527369,0.971107738,0.96875,0.963636364,0.958333333,0.953125,0.953721076,0.951195705,0.944654368,0.944191324,0.949612403,0.963190019,0.972454071,0.976933598,0.975243811,0.972948397,0.969230769,0.964705882,0.959167007,0.959183673,0.95452823,0.954773869,0.96184739,0.972727273,0.978597578,0.980736246,0.977293233,0.974974513,0.96969697,0.966903889,0.966666667,0.961908426,0.959866592,0.962560164,0.96875,0.97826087,0.981146595,0.987080103,0.98179055,0.976407177,0.974358974
21,394530,"Denver, CO",Msa,0.938876759,0.934834011,0.945748365,0.952380952,0.952380952,0.951235728,0.945112782,0.943573668,0.932580993,0.935135135,0.927204203,0.92357551,0.925426774,0.926640927,0.924477969,0.94,0.943124081,0.943752359,0.946834679,0.94516129,0.944794368,0.941194301,0.943154213,0.945255485,0.945461069,0.948540457,0.955549381,0.964888573,0.972868217,0.975174138,0.977236146,0.974845626,0.972727273,0.972418558,0.970930736,0.967812092,0.968815258,0.971766273,0.981220657,0.983651105,0.992498828,0.995702006,0.993690852,0.988372093,0.984189476,0.977777778,0.973548387,0.971428571,0.972292191,0.975820308,0.983333333,0.990566038,0.999581955,1,1,0.991107818,0.986289621,0.984210526,0.98295493,0.981633946,0.986753177,0.996265226,1,1,1.000363769,1,1,1,1,0.992307692,0.987746937,0.985483833,0.983333333,0.98989999,1,1,1.000217439,1,1,1,0.993695718,0.99047619,0.984848485,0.983870968,0.985074627,0.991967742,1,1,1,1,1,1,0.990956909,0.98944591,0.986191006,0.984615385,0.990682379,1,1,1.000006061,1,1,1,0.992340617,0.985680109
22,394982,"Pittsburgh, PA",Msa,0.915848495,0.905107316,0.913288866,0.932994063,0.939410784,0.943396226,0.93997599,0.931380753,0.92449923,0.918367347,0.928167877,0.906567548,0.900721733,0.900281426,0.896780979,0.917265828,0.924005481,0.930150095,0.935331913,0.930472717,0.921333864,0.916214587,0.913865369,0.895474072,0.904447755,0.9042416,0.914286551,0.925,0.934371524,0.944794368,0.944706863,0.938477622,0.93877551,0.935903948,0.930665426,0.916329252,0.918451043,0.91959799,0.921391855,0.935714286,0.945494994,0.953830707,0.952380952,0.946457545,0.941698548,0.935434243,0.929941618,0.926237791,0.92806841,0.911989343,0.927318296,0.941370833,0.948930297,0.954677158,0.953870211,0.95037399,0.942861325,0.938303342,0.933326667,0.927272727,0.917431193,0.919562343,0.931606218,0.938437852,0.947957485,0.959053485,0.956729724,0.953151129,0.948651001,0.946308725,0.936529802,0.928934534,0.931832395,0.923076923,0.931247726,0.944881898,0.953706592,0.961917379,0.957617056,0.952532148,0.951451574,0.944340213,0.939420544,0.931732097,0.929235168,0.9239493,0.928742994,0.949340369,0.957998477,0.961673167,0.962962963,0.956841281,0.952574526,0.942079553,0.943396226,0.933333333,0.930232558,0.933333333,0.940740741,0.953333333,0.963202346,0.969827586,0.968652038,0.962601626,0.959265321
23,394998,"Portland, OR",Msa,0.901205505,0.899887514,0.913385827,0.925913347,0.930899346,0.920171276,0.93367914,0.924901186,0.916111111,0.909414221,0.906203265,0.904193445,0.892156863,0.882872278,0.909978561,0.907258065,0.92850835,0.924457336,0.937982287,0.930465233,0.926440647,0.925925926,0.923791822,0.922632162,0.933333333,0.939698492,0.945574491,0.954003407,0.965304682,0.968503937,0.972359607,0.968983957,0.96766126,0.965010497,0.964285714,0.96024012,0.961538462,0.966824242,0.976377096,0.988246921,0.989593647,0.9925294,0.989869143,0.985714286,0.980522355,0.976759692,0.971607703,0.968787458,0.966128666,0.967507331,0.979790751,0.986389832,0.990908712,0.990762082,0.985714286,0.981631304,0.97723824,0.973097037,0.968658121,0.966720376,0.965718573,0.977777778,0.989782886,0.999207035,1,1,1,1,1,0.994702766,0.992830582,0.988653674,0.98820059,1,1,1.000270343,1.005405405,1.000530198,1,1,1,0.994513032,0.989090909,0.986216472,0.983146067,0.993318486,1,1,1.000222272,1,1,1,0.990697674,0.984766887,0.981595092,0.979025492,0.980196039,0.985717102,1,1,1,1,1,0.98945661,0.983717144
24,394458,"Charlotte, NC",Msa,0.894736842,0.888055034,0.904958364,0.915557476,0.919370239,0.921625544,0.91250272,0.914285714,0.904020037,0.901694504,0.890625,0.888314079,0.879177378,0.88,0.876353177,0.892741913,0.892994611,0.9,0.907220401,0.903127213,0.9,0.89375,0.904193921,0.904444444,0.899333333,0.908036059,0.910575745,0.926612305,0.932241928,0.935146229,0.934766968,0.931863727,0.930762857,0.92811647,0.927807487,0.93130232,0.933980334,0.934036939,0.9437751,0.948379352,0.954580446,0.957590408,0.95730487,0.955311567,0.953895072,0.947126134,0.947692308,0.939849624,0.943033102,0.9437751,0.952112676,0.956975636,0.9575,0.961002786,0.958702065,0.959854015,0.953729934,0.951351351,0.952380952,0.947368421,0.942465753,0.94572047,0.956112853,0.96069869,0.966655548,0.967311541,0.963986904,0.965957447,0.962962963,0.96,0.962935508,0.959404526,0.955338585,0.964352595,0.968291126,0.974025974,0.978494624,0.979406116,0.976340332,0.97423837,0.973677283,0.970967742,0.968466582,0.969581749,0.970782373,0.97518175,0.982467119,0.985276976,0.984370116,0.984576271,0.985074627,0.983783784,0.980392157,0.979290626,0.976470588,0.976,0.973317162,0.977777778,0.982215633,0.984101749,0.985981308,0.985714286,0.982857143,0.98,0.976628894
25,395045,"Sacramento, CA",Msa,0.954900316,0.962288687,0.964302934,0.958333333,0.964010283,0.959802115,0.947433054,0.951156812,0.940652525,0.939774058,0.931113122,0.928125,0.928973713,0.933453022,0.929441705,0.94474607,0.948376899,0.950792327,0.952941176,0.959740673,0.954545455,0.949367089,0.953545232,0.95,0.955974843,0.956140351,0.968627451,0.973684211,0.980986498,0.990877634,0.988538682,1,0.989053948,0.998394937,0.99136951,1,1,1,1,1.000027444,1.000020577,1,1,1,0.98820059,0.984921357,0.976923077,0.974678996,0.96875,0.977467115,0.983870968,0.985507246,0.984615385,0.987474768,0.981351981,0.979108635,0.973813421,0.970833333,0.969604863,0.966128666,0.965664491,0.974632844,0.98245614,0.98944591,0.99253079,0.991174474,0.987068966,0.983885407,0.983870968,0.979122269,0.98,0.976470588,0.976906236,0.985125343,0.992396959,1,1,1,0.997499305,0.990419038,0.985507246,0.984188448,0.981831655,0.982089552,0.983221477,0.99132948,1,1,1,1,1,1,0.993333333,0.984829306,0.982493748,0.981531469,0.98615917,0.991397849,1,1,1,1,0.996396104,0.988024802,0.98317757
26,395055,"San Antonio, TX",Msa,0.975354565,0.98866293,0.977560957,0.990038735,0.99053568,0.982050116,0.984509312,0.973573086,0.976473064,0.958614573,0.958793283,0.942618122,0.955974843,0.961105534,0.96785,0.96277925,0.966947302,0.966086685,0.971939684,0.975971103,0.963988366,0.958498498,0.951570928,0.968696274,0.956202128,0.958556258,0.974444444,0.969143788,0.984772751,0.985558373,0.981054768,0.988811966,0.990082405,0.981844311,0.983525239,0.977183823,0.984410853,0.9665821,0.98463311,0.989749813,0.9979,0.995780591,0.989255172,0.983790756,0.990574449,0.975335309,0.984255172,0.986391667,0.985107565,0.985498084,0.9827752,0.986409945,0.992644355,0.989553273,0.989994734,0.98911237,0.985746087,0.982927083,0.981443819,0.977642737,0.973692219,0.979899497,0.994381907,0.994182091,1,1,0.998563636,0.990453846,0.99375,0.993183784,0.983859066,0.984424415,0.987404138,0.985073507,0.991140985,1,1,0.998771808,1,0.994698175,0.988235294,0.984867915,0.987381578,0.981818182,0.97635814,0.985329949,0.988545451,0.985492746,0.995387067,0.998716303,0.996821311,0.993101551,0.988093016,0.984413793,0.980392157,0.974228246,0.978236704,0.984091364,0.988678788,0.99589697,1,1,1,0.996466667,1
27,394943,"Orlando, FL",Msa,0.918702273,0.903100474,0.912280702,0.927295512,0.921537651,0.909060777,0.920311306,0.929235168,0.921052632,0.915618314,0.905798319,0.909883928,0.919104604,0.91725465,0.906492876,0.904198062,0.914311838,0.925,0.930930931,0.931034483,0.93775,0.928595118,0.940964536,0.937142857,0.930191656,0.933244326,0.935929398,0.942028986,0.9437751,0.950192072,0.955837559,0.956112853,0.946607275,0.95,0.954580446,0.955980436,0.952461663,0.955325232,0.951188986,0.956490938,0.963855422,0.963430707,0.963909693,0.963793219,0.963414634,0.961723444,0.954979536,0.951520737,0.946882217,0.946227595,0.946370338,0.948121646,0.95,0.958522594,0.950792327,0.950802141,0.948717949,0.945833333,0.941400952,0.938711268,0.940530493,0.935412844,0.946666667,0.953355896,0.956232267,0.96,0.961908426,0.955974843,0.956454674,0.955026455,0.951415935,0.951408451,0.954023936,0.952676815,0.957431607,0.961038961,0.965092402,0.967311541,0.965388118,0.967679877,0.963035714,0.962257163,0.96,0.958333333,0.959815186,0.956867192,0.960640427,0.963094594,0.969309728,0.971296028,0.968280467,0.967741935,0.96655914,0.960636682,0.962711864,0.962025316,0.96281034,0.963986904,0.967172823,0.96969697,0.971786834,0.97435294,0.97005988,0.969938285,0.967029304
