RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
394404,"Boston, MA",10,249900,251200,252500,253900,255300,256600,257900,259100,260500,261900,263300,264400,265800,267200,268800,270600,272400,274400,276500,278800,281600,284600,287500,290100,292700,295200,297700,300100,302500,304800,307000,309200,311900,314900,318000,321000,324400,328100,332000,336000,340100,344000,348000,352000,356500,361300,366200,370900,376000,381200,386600,392200,397800,403300,408800,414200,419700,424800,429600,434000,438200,442200,446000,449800,453500,457100,460500,463800,466900,469800,472600,475300,478000,480700,483700,487000,490400,494100,498100,502200,506400,510400,514100,517700,521100,523900,526400,528500,530500,532700,535200,538000,541100,544400,547800,551400,555100,559000,563400,568200,572900,577600,582000,585900,589400,592700,595900,599200,602300,604600,606200,607000,607200,607100,606700,605700,604400,602800,601100,599100,596900,594300,591300,588100,585100,582200,579700,577500,575900,575200,575000,574700,574300,573300,571900,570500,569100,567700,565900,563600,561100,558800,556300,553600,550600,547700,544900,542700,541000,539900,539100,538500,538300,538800,539000,538100,535900,532800,529700,527700,527000,527200,527500,528100,528400,529900,532500,532600,530800,531100,533100,534000,534100,533200,531400,529900,529300,527200,522500,520200,521000,522600,524100,525400,524700,523800,523300,523300,523700,523300,522800,523600,525700,527900,529700,531900,534000,536400,539700,542700,543500,543400,545800,550400,555800,560200,563800,567300,571100,574900,579300,582800,584900,587100,590100,593300,596900,600300,603100,606000,609400,611600,613400,616900,621500,625000,628100,630800,632600,634600,637200,639800,642300,644900,647000,648900,651200,653900,656800,660000,662700,665100,668200,671600,675300,679600,682900,685900,691100,697900,704300,710100,714500,717100,718400,719700,722000,725700,729700,732200,734300,738800,745000,748400,750000,752100,754600,756100,757600,758700,759700
395057,"San Francisco, CA",11,356800,356700,356600,356900,357400,358300,359800,361900,364900,368700,372900,377300,382100,387200,392200,397200,401900,406500,411200,416000,421200,426500,431500,436100,440700,445300,450000,454800,459500,463900,468200,472200,476100,479900,483800,487800,492600,498300,504900,512600,521200,530800,541400,552900,565600,578900,592400,605900,619800,633500,646800,659200,670300,680100,688700,696500,703500,709600,714400,717700,719700,720400,720100,718900,717100,714800,712200,709400,706800,705100,704600,705400,708000,712300,718000,724600,731100,737300,743000,748200,752800,757000,760800,764200,767000,769200,771200,773500,776300,780000,784800,790800,798400,807600,817800,828400,838800,848500,858000,867800,878000,888800,900300,912100,924600,937700,951100,964700,978200,990400,1001100,1009700,1015700,1019300,1020700,1019900,1017700,1015400,1013400,1011600,1009800,1008000,1006400,1005300,1005200,1007300,1012400,1019600,1026600,1030500,1029800,1025700,1021100,1017700,1016000,1015300,1014500,1012400,1008400,1002000,994500,987600,981500,975400,968800,961800,954600,947400,940000,933200,926600,920200,914500,910100,905000,898000,889500,880700,873100,868100,865600,865100,866000,868000,871300,875200,876900,877400,878400,880900,881000,878000,873600,868200,861900,856900,851900,844200,837100,831800,827300,822400,819300,818500,819500,819400,819000,820500,822700,823900,828000,834700,842300,851100,861300,871400,882000,894200,906800,917400,927000,937300,949800,965500,984600,1003600,1021300,1035800,1047300,1057600,1069000,1079200,1089400,1101000,1112500,1123200,1134100,1144300,1154500,1166900,1179900,1192500,1205200,1218700,1230100,1241200,1256400,1276700,1297300,1315600,1331000,1344900,1357700,1367600,1373400,1378200,1383300,1392200,1402300,1408900,1409500,1409300,1409200,1409300,1409500,1413000,1418700,1425400,1431500,1438200,1445700,1454400,1463300,1472400,1480500,1489400,1500100,1512200,1526300,1543400,1561700,1581600,1600300,1611900,1618200,1624700,1631700,1637900,1644900,1652400,1659200
394532,"Detroit, MI",12,173600,174800,175800,176900,178000,179000,180100,181300,182600,183900,185100,186200,187300,188200,189200,190100,191100,192000,192800,193400,193800,194100,194300,194500,195100,196100,197500,199200,201100,202800,204300,205500,206500,207300,207900,208300,208800,209700,210900,212400,214100,216100,218100,220100,222200,224200,226100,227800,229500,231000,232400,233700,234800,235700,236600,237600,238700,239800,241000,242000,243000,243900,244600,245300,245900,246500,247200,247900,248800,249800,250900,251900,252800,253500,254100,254600,255100,255700,256400,257100,258000,258800,259700,260700,261600,262300,262900,263400,263700,264100,264600,265100,265700,266400,267100,267800,268600,269300,270200,271100,272000,272900,273800,274700,275700,276600,277400,278300,279100,279800,280400,280800,281000,281000,281000,280800,280600,280400,280000,279400,278700,277900,276900,275800,274600,273200,271600,269800,267800,265600,263400,261400,259500,257600,255800,253800,251500,248900,246100,243300,240600,237800,235200,232400,229300,225900,222500,219300,216200,213200,210300,207600,204900,202400,200100,197700,195000,192100,189300,187000,184900,183200,181900,181000,180700,180800,181100,181200,181100,181000,180900,180700,180400,179800,179500,179100,178600,177900,177300,176700,176500,176400,176000,175900,176500,177500,178400,179400,180700,181800,182900,183900,185400,187800,190200,192100,193900,196200,199000,201500,203500,205400,207200,209300,211900,214600,217300,220600,224400,227900,230300,232100,233800,235300,236500,237700,239200,241300,243500,245200,246300,247100,248000,249000,250300,251900,253400,254600,255300,255800,256700,258100,259500,260600,261800,263300,264700,265600,266800,268500,269600,270200,271300,273300,275100,276300,277300,278600,280100,281400,283000,285800,288500,290400,291700,292500,293200,294300,295500,296500,297400,299100,302000,304700,306800,309100,311200,312400,312600,312500,312600
395025,"Riverside, CA",13,186000,185600,185100,184700,184200,183700,183400,183200,183400,183800,184100,184400,184600,185000,185300,185700,186100,186800,187500,188400,189600,190900,192000,193000,194100,195200,196400,197600,198800,200000,201400,203100,205200,207700,210100,212300,214500,216400,218200,219900,221500,223300,225300,227300,229500,231700,233700,235400,237000,238500,239900,241200,242500,243800,245300,246800,248600,250500,252400,254200,255900,257600,259200,260900,262600,264400,266500,268700,271200,273900,276600,279400,282300,285300,288500,292000,295500,299300,303300,307500,311800,316100,320500,325300,330600,336300,342400,348900,355600,362700,370000,377400,385000,393000,401300,410500,420500,431200,442600,454200,464900,474500,483100,490800,498000,504800,511400,518000,524600,530900,537000,542700,547700,552600,557200,561500,565600,569500,573400,577500,581500,585100,587900,588900,588000,585900,583200,579600,575600,571600,567100,561900,556100,549700,542600,534100,524300,514100,504200,494300,484300,473900,462700,450500,437500,424800,412700,402700,394900,388300,381800,375400,369400,363900,358500,352800,347200,341300,336900,335600,336600,338400,340800,343000,344700,345900,346300,346500,347500,348700,349000,347600,345400,342600,339600,337600,336200,335000,334300,332900,330700,328900,326000,322400,319900,318200,316900,316200,315600,315300,316400,318700,320700,322000,323600,326000,327800,329800,332600,336500,340900,344800,348800,354300,361300,369300,378400,386900,393700,399700,404200,407100,410000,413500,416900,420100,423000,425400,427400,428200,428900,430100,431800,433300,434600,435600,436400,436800,437800,439400,440700,442000,443900,446100,447700,448800,450200,451700,452800,454200,456200,458300,459900,461800,463400,464800,467100,469600,471400,472700,473900,476100,478200,480300,483700,488300,491700,495200,498500,500800,502500,506000,510400,513500,515500,518300,521000,523200,525000,524900,523500
394976,"Phoenix, AZ",14,172300,172500,172900,173600,174400,175400,176600,177700,178800,179800,180800,181800,182900,184100,185300,186500,187700,188700,189700,190600,191400,192300,193000,193600,194200,194900,195700,196800,198000,199200,200400,201600,202800,204000,205100,206200,207400,208600,209900,211000,212100,213100,214300,215600,217100,219000,220900,222700,224400,225900,227200,228100,228900,229700,230600,231600,232900,234300,235600,236700,237500,238100,238500,238800,239200,239600,240200,241000,242000,243100,244200,245200,246200,247100,248000,249000,250100,251200,252400,253800,255100,256400,257500,258500,259400,260400,261600,263000,264500,266200,268100,270100,272200,274500,276900,279700,282900,286600,291100,296600,302800,309800,317600,326100,335600,345800,356500,368300,381500,395700,410800,426100,440600,453400,464000,472000,477700,481800,485100,487700,489300,489400,488000,485100,481300,477200,473300,469900,467100,464800,462900,461200,459400,457500,454900,451300,446800,441300,434800,428000,420700,413000,404800,396500,388500,381400,374500,368100,361900,355700,349400,343300,337300,331500,325400,318900,312300,305900,300200,296300,293900,292200,290900,290300,290400,290600,290400,289800,288400,286400,284100,281000,276800,274100,272800,270600,268500,267600,267300,266900,265800,263700,261700,260400,259900,259700,260700,263000,265500,267300,269700,273200,278100,283400,288100,292400,297000,300800,303600,306400,309100,311700,314900,318900,322700,327200,332200,337000,340800,343900,345700,346800,347800,349100,349800,350000,349900,350500,351000,350900,350800,351500,352800,354400,355800,356800,357600,358200,359300,361500,364200,366800,369600,371900,373100,373900,375100,376200,376900,377900,379000,379900,380700,382200,383800,384600,385600,387500,389100,389500,390100,391900,393900,395500,397000,398600,400000,401700,403600,405200,407100,410300,413800,416300,418100,419900,422000,424000,425900,427900,430200
395078,"Seattle, WA",15,241000,240800,240800,241000,241400,242200,243200,244400,245800,247300,248900,250600,252400,254300,256300,258500,260600,262600,264600,266500,268400,270300,272100,274100,276200,278500,281000,283700,286600,289500,292300,294900,297300,299500,301400,303300,305200,307200,309400,311600,314000,316300,318800,321400,324000,326600,329300,331900,334300,336500,338500,340300,341900,343300,344800,346400,348200,350100,352000,353800,355400,356800,358100,359200,360400,361700,363200,364700,366300,367800,369200,370300,371200,371800,372300,372800,373400,374200,375200,376500,378000,379800,381800,383900,385800,387600,389200,390800,392500,394400,396700,399200,402000,405000,408000,411000,414200,417700,421400,425300,429300,433500,438000,442900,448300,453900,459500,465700,472600,480100,488300,496900,505600,513900,521800,529200,536200,542700,548800,555300,562500,569800,577100,584000,590300,595700,599900,602800,605300,607600,609400,611300,613700,615600,616600,616800,616300,615100,613000,610500,608600,606500,603000,599100,595400,590900,585500,579500,573200,567500,562300,557500,553700,550000,544400,537200,530100,522700,515500,510000,506300,503900,502100,501400,500000,499900,501300,499600,494700,491300,488700,484900,482000,479700,477900,475600,471200,466600,463600,461500,458300,455600,453900,453200,452300,450700,449200,448400,448700,447900,447800,449600,452500,455100,459400,463600,467300,470700,474400,477600,480900,484300,488700,495400,503600,510800,516000,521200,525800,529300,531900,534600,536900,539400,542400,546400,550000,553200,557000,561200,565200,569900,574100,577800,582400,587000,590000,594400,601400,607300,611500,617100,624200,631200,638400,645200,651200,656600,662900,670700,678400,685500,693400,702200,709800,716500,723400,731000,738000,745400,753600,762000,772100,783400,792800,799700,804900,809800,815900,822700,830600,841500,852000,856500,858300,862400,864400,860300,856000,854200,854100
394865,"Minneapolis-St Paul, MN",16,158900,159000,159400,160100,161100,162200,163500,164800,166100,167500,168700,169900,171000,172100,173100,174000,174800,175400,175900,176200,176300,176400,176500,176700,177000,177600,178400,179600,180900,182400,183900,185400,186900,188500,190300,192400,194700,197100,199500,201800,204100,206300,208600,211000,213400,215800,218100,220400,222700,225100,227800,230700,233700,236700,239600,242300,244700,246900,248800,250500,252200,254000,256200,258700,261400,264400,267500,270400,273400,276300,279200,282000,284600,286700,288600,290200,291600,293100,294700,296500,298600,300700,302800,304900,307100,309400,311800,314100,316300,318500,320800,323300,326000,329000,332200,335400,338600,341600,344200,346700,349000,351300,353500,355800,358100,360600,362900,365200,367700,369900,372000,373800,375500,377000,378400,379600,380500,381200,381700,382100,382600,382900,382900,382800,382300,381900,381300,380800,380400,380300,380000,379800,379400,378300,376500,374600,372600,370600,368600,366200,363500,360700,357600,355000,352900,350300,347500,344500,341200,338000,335200,332700,330600,328800,327100,325500,323700,320700,317500,315600,315000,314900,315100,315400,315400,315700,317300,316500,313400,312000,312500,311400,309800,307300,304700,302100,299600,296900,293600,290400,288500,287500,286500,285800,285500,285400,285500,285900,286000,285900,286100,287000,288600,290900,293300,295800,298000,299900,301500,303200,305500,307700,309100,310400,311800,313300,315600,318500,321500,324400,327300,329800,331400,332400,333300,335300,338200,340400,341400,342300,343200,343400,343100,343000,343200,343800,344900,346300,348100,349800,350900,351100,351100,351400,352000,353000,354300,355700,357700,360300,362100,362500,363200,364900,366500,368300,370100,371400,372900,374700,376700,379100,381600,383500,385000,385400,385400,386200,387200,388300,389500,391800,395300,398700,401500,403200,403800,404500,405700,406800,408100
395056,"San Diego, CA",17,265000,264500,264000,263500,263400,263500,264100,265000,266400,268100,269700,271000,272600,274200,276000,278000,280200,282700,285500,288600,292200,296200,299900,303200,306600,310000,313600,317300,320900,324400,328000,331600,335300,338900,342100,345000,348000,351000,354200,357400,360700,364200,368100,372400,377500,383000,388500,393700,398800,403900,408800,413500,417900,421900,425700,429500,433500,437700,442000,446400,450700,454800,458500,462000,465600,469400,473700,478300,483300,488300,493200,498100,503200,508400,513900,519600,525600,531800,538400,545000,551400,557400,562900,568500,574400,580600,587600,595600,604400,613900,623700,633700,644400,656100,669000,683100,698400,714700,731600,747600,761500,772900,781900,788400,793100,796800,799800,802500,804600,805500,805300,804400,803000,801700,800800,800200,800200,800800,801500,802300,802800,802300,800500,797400,793500,789900,786900,783900,781300,778700,774600,769400,764000,759000,754800,751000,746900,742900,738500,732900,726800,719700,711200,702100,693300,685300,678300,672400,667300,663600,660700,658100,656500,655100,652400,648200,643300,637800,633800,632800,633700,635400,637400,639700,640000,640700,642700,643800,643800,644300,643100,640100,637100,632800,627900,624100,619100,612800,609500,608900,607700,605100,600300,596000,593300,590500,588200,587200,586900,588100,589400,590200,593900,600000,606100,610100,613900,619200,625500,632400,639300,643100,647800,657800,668600,677600,688100,698000,705100,710000,712300,713000,715900,721300,725900,727200,727000,727500,729900,733100,733700,734800,737900,739900,739900,741500,745400,749900,753700,757600,762700,768400,774000,778600,781700,784600,790400,796600,799400,800400,803200,806000,807100,808900,812400,817100,822700,829400,835000,839300,842800,847100,852400,858200,862300,864800,867600,872000,876000,879400,884100,892600,902400,909000,911400,911200,911200,913700,918300,920600,921800
395121,"St. Louis, MO",18,148200,148100,148100,148200,148400,148900,149400,150000,150800,151600,152600,153600,154800,155900,156900,157900,158700,159500,160200,160900,161700,162500,163300,164000,164600,165100,165500,165900,166100,166400,166800,167300,168000,168800,169800,170700,171500,172300,173200,174000,174800,175400,176100,176700,177300,178000,178900,179800,180800,181800,183000,184100,185300,186400,187500,188700,189900,191100,192300,193500,194800,196000,197200,198400,199600,200800,201900,203000,204200,205500,206700,207800,208800,209700,210600,211500,212400,213500,214600,215800,216900,218100,219200,220400,221700,223000,224500,225800,227200,228500,229800,231100,232300,233300,234100,235000,235900,236800,238000,239200,240600,241900,243200,244400,245700,246900,248000,249200,250500,251900,253300,254600,255800,257000,258200,259400,260600,261700,262600,263600,264500,265100,265700,266300,267000,267800,268600,269200,269600,270000,270300,270600,270800,270900,270700,270400,270000,269500,268800,268000,267300,266700,266300,266200,266100,265600,264900,263900,262800,261900,261100,260500,259900,259400,258700,258100,257300,256000,254500,253200,252300,251800,251500,251400,251600,251900,252300,251600,249700,248400,248100,247900,247500,246600,245800,245400,244500,243300,242000,240600,239800,240000,240100,239700,239300,238800,237600,236000,234400,233300,232900,233100,233200,233100,233300,234000,234700,235200,235600,235900,236700,237400,237500,237400,238100,239200,240100,240500,240300,240100,240700,241700,242600,243100,243900,245100,246200,246600,246500,246700,247400,248300,248900,249300,249800,250500,251300,252200,253300,254400,255700,257500,259400,261200,262800,264500,266100,267100,267500,268300,269300,270100,271200,272200,273100,274100,275100,276000,277100,278300,279500,280800,282000,283100,283800,284000,284500,285300,286500,287600,288900,290900,293200,295200,296900,298200,299000,300000,301200,302500,303600
395148,"Tampa, FL",19,133900,134000,134300,134600,135000,135400,135800,136200,136500,136900,137200,137400,137400,137400,137400,137400,137500,137700,138100,138800,139500,140300,140900,141300,141400,141700,142000,142600,143400,144400,145500,146600,147700,148800,149900,150900,152000,153200,154400,155600,156700,157700,158800,159900,161200,162600,164000,165500,167000,168500,170000,171400,172700,174100,175400,176700,178100,179700,181300,182800,184300,185700,187000,188300,189500,190800,192100,193500,195000,196500,198000,199400,200600,201700,202800,203900,205100,206600,208500,210700,213100,215500,217800,220400,222900,225500,228000,230600,233100,235600,238200,240800,243300,245900,248300,250900,253800,257200,261200,265700,270500,275300,280100,285000,290200,295700,301400,307800,314800,322100,329800,337600,345100,352200,358600,364400,369700,374300,378400,382200,385500,388000,389300,389400,388300,386200,383300,379800,376200,373000,369900,367100,364500,361700,358200,353900,349100,344200,339500,334900,330400,325800,320700,315400,310200,305300,300500,295800,291300,287100,283300,279700,276500,273300,269500,265400,261200,257100,253400,250800,249100,247700,246700,246100,245400,245000,245400,244800,242900,241400,239900,238200,236800,235700,234400,232400,230100,228400,227500,227200,226800,226000,225300,224900,224500,224900,225700,226200,226400,226300,225900,226000,226800,227400,227900,228900,229600,229700,229800,230500,231700,232900,234300,236100,237700,239500,242000,244900,247600,249800,251700,253800,255800,257100,258500,260400,262600,264600,266300,267200,268000,268600,269000,269900,271500,273100,273900,274800,276700,279000,280900,282500,283800,285100,286800,289000,291000,292600,294300,296400,298700,301000,302900,304300,306000,308400,311600,314600,317300,319500,320800,321700,323200,325100,326900,328600,330400,332000,333300,334200,335000,337500,341900,345400,346800,347900,349200,350500,351600,352900,354000
394358,"Baltimore, MD",20,200400,200000,199600,199200,198900,198800,198800,199100,199500,200100,200600,200800,200900,200800,200700,200700,200800,201000,201400,201800,202200,202600,203000,203400,203900,204600,205400,206400,207500,208500,209600,210600,211700,212700,213600,214400,215100,215800,216500,217400,218300,219300,220300,221400,222700,224200,225700,227000,228400,229700,231000,232500,234000,235800,237900,240200,242600,245200,247600,250000,252200,254300,256300,258300,260300,262400,264600,267000,269700,272600,275700,278900,282100,285500,288900,292300,295700,299300,303100,307200,311300,315500,319600,323900,328400,333100,337700,342400,347000,351500,356000,360600,365300,370000,374900,380100,385700,391800,398600,406000,413600,421200,428900,436400,443500,450300,456700,463300,470400,477600,484800,492000,498500,504300,509100,513300,516900,520300,523300,526200,528800,530700,531700,532100,531900,531600,531000,530200,529400,528800,527900,527200,526200,524600,522400,519700,516500,513100,509300,505100,501100,497400,493900,491000,488000,484500,480200,475600,470900,466800,463100,459600,456500,453600,450500,447300,443500,438900,434500,432000,431100,431000,431000,431000,431400,432200,433200,431000,426500,424000,423600,422100,419700,417300,415500,414500,413200,410800,407900,406300,406100,405800,404400,402500,400900,398800,396700,395100,393800,393600,394300,395600,397400,399100,400100,401600,403600,405500,406200,406200,406100,405900,405900,406800,408500,410500,413100,415200,416500,418000,420600,422700,423700,424100,424200,424400,424100,423300,423400,424700,425500,426000,426800,427600,428400,429000,429100,429200,429400,429400,429300,429600,430100,430500,430500,430200,430400,431300,432300,433300,435200,437600,440100,442200,443800,444400,444500,445400,446600,447500,448300,449500,450600,451600,452400,451900,451400,452200,453600,454900,456200,457900,459700,462000,464000,466000,466700,466900,468000,469400,470000
394530,"Denver, CO",21,222100,221600,220900,220300,219800,219600,219700,220100,220900,221800,222600,223300,223900,224600,225200,225900,226700,227500,228500,229400,230500,231500,232300,232900,233700,234900,236600,238700,241200,243800,246400,248900,251400,253900,256400,259100,261900,264800,267900,270900,273900,276700,279600,282600,285700,289000,292400,295800,299200,302500,305900,309200,312400,315600,318700,321700,324600,327400,330000,332200,334200,335900,337400,338700,339800,340700,341400,342000,342500,343100,343800,344600,345400,346100,346600,347000,347200,347300,347400,347500,347600,347700,347900,347900,347900,347700,347500,347300,347200,347400,347900,348500,349300,350200,351100,352200,353500,354800,356200,357700,359300,361000,362700,364400,366100,367700,369200,370600,372000,373400,374900,376400,377800,379100,380500,381800,383200,384600,385700,386800,387800,388700,389700,390800,391900,392900,393600,394300,394900,395500,395900,396100,396100,396200,396100,396200,396000,395500,394400,392900,391200,389600,388200,387100,386600,386300,386200,385800,384900,384100,383600,383200,383100,383400,383300,382400,381000,379200,377300,375800,374900,374400,373900,373400,373200,373700,374400,374100,373000,371700,370100,368600,367400,366300,365500,364900,363400,361000,358900,357900,357600,357800,358000,357700,357400,357400,357900,359200,360500,361300,362500,364300,366200,368500,370700,373000,375300,377700,379900,382100,384400,386600,389200,392300,395500,398400,402200,406500,410300,413400,416100,418600,420900,422400,423600,425500,428400,431700,434800,437900,440800,443600,446300,449300,453100,457100,461200,465200,469600,474000,478500,482700,486700,490400,493600,496400,499500,502700,505400,508100,511200,514200,517200,520200,523100,525600,528000,530600,533800,537900,542800,547100,550000,551600,552400,553400,555000,557100,559300,561800,564800,570000,576700,582100,585000,586900,588300,589200,590000,592800,596500
394982,"Pittsburgh, PA",22,116200,116000,115800,115700,115500,115400,115500,115500,115500,115600,115700,115800,115900,116100,116300,116600,116800,117100,117500,118000,118800,119600,120500,121300,122100,123000,123900,124900,125900,126900,127900,128800,129700,130500,131300,132100,132900,133600,134400,135300,136200,137100,138000,138700,139300,139800,140000,140100,140300,140500,140700,141100,141600,142200,143000,144100,145600,147300,148900,150500,151900,153100,154300,155400,156400,157500,158400,159300,160200,161000,161700,162500,163200,163800,164400,165000,165700,166400,167100,167800,168500,169200,169900,170800,171900,173200,174400,175500,176500,177200,177900,178600,179300,180000,180700,181400,182000,182700,183500,184400,185200,186100,186900,187500,188000,188400,188800,189300,189900,190400,191000,191500,192000,192500,193100,193800,194500,195200,195900,196700,197400,198100,198600,199000,199300,199500,199800,200100,200500,200900,201300,201700,201900,202100,202200,202400,202500,202600,202500,202300,201900,201500,201200,201000,200800,200700,200600,200500,200400,200400,200500,200600,200900,201200,201700,202100,202300,202300,202300,202100,202000,201900,201900,202000,202200,202500,203000,203200,203000,202700,202900,203100,203500,203700,203400,202900,202400,202100,201700,201600,201800,202100,202000,202000,202300,202600,202900,203300,204000,204200,203700,203200,203100,203200,203600,203800,203800,204300,205300,206300,206800,207100,207600,208300,209000,209700,210400,211400,212300,213000,213400,214000,214800,215800,216600,217300,217800,218200,218700,219200,219600,220200,221200,222300,223300,224000,224700,225600,226400,227300,228200,229400,230600,231300,231700,232400,233300,234500,235700,236700,237700,238800,239900,240800,241800,242900,244000,244700,245300,245700,246000,246700,247700,248400,248500,248800,249300,250600,251700,251900,251500,252600,255100,257300,259000,260900,262600,263800,264300,264100,264000
394998,"Portland, OR",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458000,459000,460500,461500,461200,460500,460200,460300,460200,459100,456800,454400,452400,450300,448300,445700,441800,437700,434000,430400,426900,423400,419600,416400,413900,410900,407200,402800,397300,392100,388600,386500,385100,384100,383500,382100,381900,383800,383300,379300,376100,372600,367800,364100,361300,358900,357400,355400,352200,349200,346500,344300,343300,343900,344700,345300,345900,346100,345600,345200,344600,344200,345500,347800,349600,351400,353700,356300,358900,361300,362900,364700,367100,369900,373800,378800,383000,386600,390400,393900,396100,397900,400300,402700,404600,406400,408800,411100,412800,414400,416700,419100,422000,425500,428900,432200,435700,438900,441900,445200,449000,452800,457300,462000,466600,471200,475900,480800,485300,489600,494800,501200,507400,513000,517700,521400,524700,527900,531200,535400,539100,541300,543200,545800,547900,548600,548700,549400,550700,551500,551600,552100,555300,560800,565100,566800,568200,569400,570000,570600,570700,571000
394458,"Charlotte, NC",24,174400,176500,178200,179400,180200,180700,181100,181500,182400,183800,185200,186200,186900,187200,187400,187600,187700,187600,187100,186000,184500,182800,181000,179500,178700,178700,179400,180400,181800,183300,184800,186200,187600,189000,190100,190900,191700,192400,193300,194200,195100,195900,196900,197800,198900,200000,200700,201100,201400,201700,202300,203100,204200,205400,206700,208000,209500,211100,212500,213600,214300,214900,215300,215600,215800,216100,216300,216700,217200,218000,218900,219800,220600,221200,221600,221800,221900,221900,222000,222400,222900,223400,224000,224800,225900,227100,228500,230100,232000,234300,237000,239900,242600,244800,246400,247500,248400,249300,250400,251800,253200,254600,255600,255900,255500,254600,254000,254000,254800,256100,257800,259700,261600,263700,265900,268100,270500,272900,275400,278000,280800,283500,286000,288500,291000,293300,295400,297400,299600,302000,304100,306300,308700,310800,312600,314300,315700,316600,317000,317100,317400,317700,317500,317300,317000,316000,314300,312100,309700,307100,304700,302500,300700,299200,297600,296000,294200,291900,288900,286000,283700,281800,280200,279100,277900,277300,278300,278000,275700,274000,273600,272700,271300,269500,268500,267600,266300,264700,263000,261600,260700,260000,259400,258900,258400,258100,257600,257400,257700,258300,258800,259400,259900,260600,261600,262500,263100,264200,265500,266200,266700,267000,267300,268300,270300,272500,274000,275200,276400,277800,279000,280300,281600,282400,282900,283800,285100,286400,287500,288700,290000,291000,291900,293200,295000,297000,298700,299800,300900,302200,304200,306700,309000,310700,311800,312800,314000,315000,316300,318400,321000,322800,324200,325800,327600,329300,331100,332800,334500,336400,338200,339800,341200,342700,343600,344700,346300,347500,348600,350400,352100,354500,357900,360900,362700,363500,363400,363700,364800,367000,369100
