DATE,CUUSA429SA0L1E
2002-01-01,100.100
2003-01-01,101.500
2004-01-01,102.300
2005-01-01,104.200
2006-01-01,106.900
2007-01-01,109.856
2008-01-01,112.218
2009-01-01,112.493
2010-01-01,112.123
2011-01-01,113.822
2012-01-01,116.022
2013-01-01,117.930
2014-01-01,120.324
2015-01-01,122.009
2016-01-01,125.137
2017-01-01,128.358
